chords,path,melspectogram
a,./Guitar_Only/a/a39.wav,"[[-34.107166 -34.4467   -35.544056 ... -44.23452  -45.404152 -37.952976]
 [-46.62432  -36.759857 -37.38826  ... -57.691315 -57.25889  -43.14594 ]
 [-45.42765  -19.402493 -11.436922 ... -45.43808  -46.22496  -41.14901 ]
 ...
 [-66.60335  -52.3139   -47.65282  ... -70.57859  -70.57859  -70.57859 ]
 [-70.57859  -58.072792 -53.29518  ... -70.57859  -70.57859  -70.57859 ]
 [-70.57859  -70.57859  -64.21962  ... -70.57859  -70.57859  -70.57859 ]]"
a,./Guitar_Only/a/a154.wav,"[[-21.944887 -23.220062 -24.470644 ... -24.75203  -23.295944 -22.93271 ]
 [-25.094088 -27.818787 -32.164654 ... -33.508163 -31.67571  -27.908257]
 [-18.242523 -17.925056 -11.813022 ... -16.638334 -17.074394 -18.254936]
 ...
 [-31.540352 -20.812376 -18.589657 ... -53.17058  -52.774284 -51.287617]
 [-34.979046 -25.715122 -24.278797 ... -57.060184 -58.606995 -57.308334]
 [-49.738884 -38.036133 -34.483444 ... -63.75684  -63.75684  -63.75684 ]]"
a,./Guitar_Only/a/a49.wav,"[[-43.75622  -46.64785  -48.73558  ... -52.58101  -55.93386  -45.124657]
 [-54.837486 -57.799534 -54.78012  ... -58.52751  -56.773182 -40.10476 ]
 [-58.21741  -59.100876 -52.876244 ... -34.06363  -34.33452  -31.312199]
 ...
 [-74.68528  -74.68528  -70.60195  ... -74.68528  -74.68528  -74.48479 ]
 [-74.68528  -74.68528  -73.25185  ... -74.68528  -74.68528  -74.68528 ]
 [-74.68528  -74.68528  -74.68528  ... -74.68528  -74.68528  -74.68528 ]]"
a,./Guitar_Only/a/a159.wav,"[[-20.291445 -22.90163  -23.39621  ... -23.428017 -23.846333 -20.928831]
 [-34.36675  -26.812574 -24.501438 ... -25.35704  -26.408644 -21.662628]
 [-31.638964 -16.804033 -10.499291 ... -11.820696 -11.824069 -12.128411]
 ...
 [-45.64216  -41.866116 -40.182755 ... -52.81154  -52.58445  -52.58009 ]
 [-50.141598 -44.710617 -41.233818 ... -57.38049  -57.744995 -57.63221 ]
 [-55.602844 -53.837162 -50.021263 ... -61.39833  -61.39833  -61.39833 ]]"
a,./Guitar_Only/a/a9.wav,"[[-33.47193  -32.375065 -36.99082  ... -36.407135 -36.056267 -24.512177]
 [-35.137188 -35.87914  -40.282417 ... -36.28856  -36.55688  -22.629398]
 [-25.997961 -22.160046 -20.43526  ... -18.452545 -18.382984 -15.372949]
 ...
 [-46.796413 -42.123116 -46.30282  ... -74.29248  -74.29248  -70.238815]
 [-51.73091  -47.064377 -51.254395 ... -74.29248  -74.29248  -71.72805 ]
 [-58.93761  -57.48068  -62.07546  ... -74.29248  -74.29248  -74.29248 ]]"
a,./Guitar_Only/a/a82.wav,"[[-50.00335  -44.050453 -34.669907 ... -38.675133 -33.526623 -26.52193 ]
 [-52.397194 -39.882305 -34.68243  ... -39.824    -39.28503  -24.39735 ]
 [-39.870888 -33.205933 -24.505268 ... -24.8857   -24.613838 -21.268732]
 ...
 [-78.61946  -64.90067  -58.845108 ... -79.38991  -79.38991  -76.350845]
 [-79.38991  -65.420006 -59.02582  ... -79.38991  -79.38991  -77.53097 ]
 [-79.38991  -79.38991  -74.168175 ... -79.38991  -79.38991  -79.38991 ]]"
a,./Guitar_Only/a/a135.wav,"[[-25.087101  -23.252037  -24.672478  ... -23.671612  -21.638205
  -15.098028 ]
 [-39.72961   -32.10203   -31.60866   ... -33.564392  -29.251251
  -14.037642 ]
 [-34.471012  -21.588753   -9.231233  ... -32.544456  -29.320993
  -14.428612 ]
 ...
 [-30.784815  -15.785458  -12.9788885 ... -54.304977  -52.916237
  -53.720665 ]
 [-30.086578  -16.50387   -14.309415  ... -58.107727  -56.561623
  -56.05038  ]
 [-39.194817  -26.641365  -24.248821  ... -58.51233   -58.51233
  -58.51233  ]]"
a,./Guitar_Only/a/a81.wav,"[[-39.175198 -37.02893  -28.134699 ... -30.005142 -28.754177 -27.77938 ]
 [-54.18698  -56.872353 -28.65363  ... -53.91828  -52.584755 -38.37895 ]
 [-49.09136  -51.97414  -26.725403 ... -22.551126 -22.753853 -23.638561]
 ...
 [-75.42161  -75.6773   -46.68785  ... -75.6773   -75.6773   -72.25731 ]
 [-75.6773   -75.6773   -52.376686 ... -75.6773   -75.6773   -75.1055  ]
 [-75.6773   -75.6773   -65.07328  ... -75.6773   -75.6773   -75.6773  ]]"
a,./Guitar_Only/a/a88.wav,"[[-36.42696  -32.794224 -30.261532 ... -31.620224 -30.769712 -28.098732]
 [-50.493202 -34.894615 -32.997993 ... -61.95313  -47.497955 -28.319223]
 [-48.18043  -29.542355 -18.467186 ... -36.514908 -35.689213 -24.622469]
 ...
 [-63.986973 -42.64174  -35.199173 ... -79.77776  -79.77776  -77.98379 ]
 [-66.15842  -43.33977  -35.951485 ... -79.77776  -79.77776  -79.77776 ]
 [-74.26566  -53.41608  -49.58389  ... -79.77776  -79.77776  -79.77776 ]]"
a,./Guitar_Only/a/a64.wav,"[[-37.077133 -37.304882 -35.697166 ... -33.182045 -35.157227 -27.458694]
 [-35.965164 -32.598415 -36.579136 ... -55.693775 -45.53466  -24.801132]
 [-33.109344 -14.967186  -8.838984 ... -20.83696  -20.594898 -17.550285]
 ...
 [-65.704865 -60.59276  -62.70283  ... -76.0626   -76.0626   -76.0626  ]
 [-73.744156 -67.179016 -67.14387  ... -76.0626   -76.0626   -76.0626  ]
 [-76.0626   -76.0626   -76.0626   ... -76.0626   -76.0626   -76.0626  ]]"
a,./Guitar_Only/a/a10.wav,"[[-13.92529   -19.787807  -28.238384  ... -42.86944   -36.692703
  -19.211258 ]
 [-13.218459  -19.238026  -42.15908   ... -55.444855  -38.71056
  -18.96941  ]
 [ -5.7739697  -9.80682   -18.502403  ... -23.911438  -23.195478
  -12.865145 ]
 ...
 [-41.864376  -46.604214  -57.390175  ... -73.01843   -70.54805
  -69.86572  ]
 [-41.79824   -47.26746   -61.900616  ... -73.01843   -73.01843
  -73.01843  ]
 [-40.580917  -46.5805    -72.5081    ... -73.01843   -73.01843
  -73.01843  ]]"
a,./Guitar_Only/a/a38.wav,"[[-38.808483 -39.4603   -35.56337  ... -32.74487  -31.809086 -25.48347 ]
 [-48.5883   -51.888966 -54.86526  ... -43.325733 -40.200405 -23.45383 ]
 [-47.647823 -53.426323 -53.12934  ... -21.786419 -22.324305 -16.94203 ]
 ...
 [-57.370125 -60.166313 -68.385475 ... -72.026764 -72.026764 -72.026764]
 [-67.55767  -70.27198  -72.026764 ... -72.026764 -72.026764 -72.026764]
 [-72.026764 -72.026764 -72.026764 ... -72.026764 -72.026764 -72.026764]]"
a,./Guitar_Only/a/a42.wav,"[[-42.78046  -41.456993 -43.934067 ... -48.441895 -47.194843 -36.363132]
 [-54.99192  -52.982426 -44.938904 ... -53.38482  -51.529892 -34.793583]
 [-40.91141  -39.986652 -36.240944 ... -52.674614 -51.431717 -35.43307 ]
 ...
 [-67.02706  -66.18755  -69.440895 ... -76.02316  -76.02316  -72.80117 ]
 [-69.66581  -68.19427  -70.614815 ... -76.02316  -76.02316  -74.64326 ]
 [-76.02316  -76.02316  -76.02316  ... -76.02316  -76.02316  -76.02316 ]]"
a,./Guitar_Only/a/a131.wav,"[[-23.991642  -24.09421   -23.846298  ... -24.447432  -22.913492
  -13.156473 ]
 [-35.20703   -26.715887  -26.762524  ... -38.0814    -31.76809
  -14.265403 ]
 [-32.275192  -14.629035   -7.5033674 ... -31.942656  -28.44199
  -13.815489 ]
 ...
 [-21.213005  -16.284508  -16.303886  ... -53.252876  -53.85031
  -53.428993 ]
 [-22.844402  -16.773708  -17.64658   ... -57.876854  -57.51404
  -57.926193 ]
 [-37.427025  -31.82969   -29.857225  ... -58.817913  -58.817913
  -58.817913 ]]"
a,./Guitar_Only/a/a87.wav,"[[-43.283386 -35.69513  -27.100063 ... -33.617954 -32.86107  -37.29948 ]
 [-58.30795  -56.83695  -33.903355 ... -49.31553  -48.29264  -39.358143]
 [-54.23842  -57.362118 -36.5789   ... -25.345901 -25.710419 -28.679895]
 ...
 [-77.84375  -76.94295  -48.429626 ... -77.28919  -76.687935 -76.782364]
 [-77.84375  -77.84375  -57.6903   ... -77.84375  -77.84375  -77.84375 ]
 [-77.84375  -77.84375  -67.06447  ... -77.84375  -77.84375  -77.84375 ]]"
a,./Guitar_Only/a/a157.wav,"[[-11.814974  -17.646389  -23.174892  ... -22.93278   -22.813961
  -13.376581 ]
 [-10.166086  -15.584126  -24.31641   ... -31.926329  -27.85833
  -12.254595 ]
 [-10.06229   -10.7918825  -5.0509415 ... -18.066082  -19.384317
   -9.538647 ]
 ...
 [-43.977707  -34.619812  -33.563152  ... -55.360645  -53.353157
  -51.709286 ]
 [-45.130608  -41.064148  -42.504753  ... -60.12394   -56.741135
  -55.978592 ]
 [-45.130253  -43.731033  -45.224907  ... -61.3842    -61.3842
  -61.374123 ]]"
a,./Guitar_Only/a/a56.wav,"[[-33.69191  -32.3285   -32.10283  ... -37.19646  -36.974373 -35.419712]
 [-45.992218 -50.99917  -43.29794  ... -57.23439  -50.256176 -34.317978]
 [-41.657196 -45.49177  -42.620235 ... -27.965185 -28.082664 -24.706203]
 ...
 [-75.35992  -75.35992  -57.423588 ... -75.35992  -75.35992  -70.93375 ]
 [-75.35992  -75.35992  -65.95551  ... -75.35992  -75.35992  -74.44262 ]
 [-75.35992  -75.35992  -75.35992  ... -75.35992  -75.35992  -75.35992 ]]"
a,./Guitar_Only/a/a161.wav,"[[-24.667412 -23.64619  -23.48415  ... -23.185236 -21.37789  -12.426952]
 [-41.502018 -34.88279  -36.80415  ... -30.873386 -25.377237 -10.913825]
 [-32.245857 -26.227394 -21.373562 ... -17.598322 -15.342075  -8.367391]
 ...
 [-47.365845 -43.347206 -40.573227 ... -50.367104 -53.72721  -54.644886]
 [-50.528873 -48.46539  -47.641453 ... -59.074448 -59.157745 -59.00743 ]
 [-60.628616 -55.326637 -53.98358  ... -62.73052  -62.73052  -62.73052 ]]"
a,./Guitar_Only/a/a72.wav,"[[-38.289158 -34.580666 -27.216286 ... -40.54348  -47.046043 -37.4908  ]
 [-59.3291   -44.831703 -32.448    ... -62.81384  -54.51346  -36.41558 ]
 [-54.128746 -39.972298 -22.910023 ... -57.421684 -51.52981  -36.429134]
 ...
 [-75.871346 -55.909157 -41.67316  ... -77.11861  -77.11861  -77.11861 ]
 [-77.11861  -59.112984 -42.02926  ... -77.11861  -77.11861  -77.11861 ]
 [-77.11861  -68.62487  -51.43055  ... -77.11861  -77.11861  -77.11861 ]]"
a,./Guitar_Only/a/a114.wav,"[[-23.28374  -23.942507 -23.629644 ... -23.353752 -23.254194 -22.331413]
 [-31.924036 -28.67078  -22.448555 ... -27.896345 -30.482483 -20.997196]
 [-25.634165 -18.908512  -9.626136 ... -14.857447 -15.938267 -15.019062]
 ...
 [-46.120373 -43.69938  -41.723537 ... -53.29948  -53.88594  -55.499077]
 [-53.15256  -48.928535 -46.899452 ... -56.713074 -57.537872 -58.99247 ]
 [-59.008034 -56.52897  -53.16418  ... -62.149567 -62.149567 -62.149567]]"
a,./Guitar_Only/a/a35.wav,"[[-23.684309 -25.471684 -29.223251 ... -36.479424 -37.923264 -30.55904 ]
 [-23.625275 -28.036335 -46.776775 ... -60.304146 -47.29761  -29.540117]
 [-19.97781  -21.829264 -22.948502 ... -43.71038  -42.47413  -30.019588]
 ...
 [-40.81485  -41.219326 -44.406754 ... -69.45375  -69.45375  -69.45375 ]
 [-45.92487  -46.6478   -49.723274 ... -69.45375  -69.45375  -69.45375 ]
 [-54.863106 -56.896633 -58.133423 ... -69.45375  -69.45375  -69.45375 ]]"
a,./Guitar_Only/a/a26.wav,"[[-44.038727 -43.33179  -44.687614 ... -47.10197  -41.126675 -32.797237]
 [-61.510273 -65.05901  -50.2376   ... -53.679497 -50.218765 -31.611435]
 [-55.635662 -55.734543 -47.446846 ... -32.26885  -32.54024  -25.51252 ]
 ...
 [-76.95625  -76.95625  -76.72236  ... -76.95625  -76.95625  -76.95625 ]
 [-76.95625  -76.95625  -76.95625  ... -76.95625  -76.95625  -76.95625 ]
 [-76.95625  -76.95625  -76.95625  ... -76.95625  -76.95625  -76.95625 ]]"
am,./Guitar_Only/am/am126.wav,"[[-21.303509  -21.742668  -22.351236  ... -22.664488  -19.991566
   -9.474607 ]
 [-17.958805  -14.967666  -16.699081  ... -35.974754  -26.809689
   -7.036317 ]
 [-13.632587    1.8843578   6.7867303 ...  -6.881241   -6.5013547
    0.5608194]
 ...
 [-29.89222   -31.445805  -34.721478  ... -51.582314  -53.53543
  -52.12684  ]
 [-35.07115   -36.76681   -39.279808  ... -54.87072   -54.87072
  -54.506077 ]
 [-45.85003   -48.471794  -54.349747  ... -54.87072   -54.87072
  -54.87072  ]]"
am,./Guitar_Only/am/am108.wav,"[[-22.111914  -21.993486  -20.21412   ... -17.852674  -17.83974
   -8.907696 ]
 [-26.053383  -16.395065  -15.635037  ... -21.86775   -23.200565
   -7.0662756]
 [-19.924303   -4.6965733   2.3311527 ...  -3.9330535  -3.7604375
   -2.1265442]
 ...
 [-35.80646   -25.24939   -19.791576  ... -50.21075   -50.21075
  -50.21075  ]
 [-42.628437  -30.433285  -24.425407  ... -50.21075   -50.21075
  -50.21075  ]
 [-50.21075   -40.048317  -34.035576  ... -50.21075   -50.21075
  -50.21075  ]]"
am,./Guitar_Only/am/am182.wav,"[[-17.718952  -21.564634  -23.095377  ... -22.264439  -22.8717
   -9.535811 ]
 [-17.785975  -22.511156  -29.738962  ... -32.908627  -26.103004
   -8.167006 ]
 [-13.479845   -2.0071025   3.9753628 ... -10.819225  -10.778722
   -1.8098912]
 ...
 [-28.433332  -20.236862  -17.571186  ... -52.15759   -52.63039
  -54.401165 ]
 [-28.480509  -22.02299   -22.840328  ... -55.53629   -55.53629
  -55.53629  ]
 [-37.703087  -30.83706   -31.288385  ... -55.53629   -55.53629
  -55.53629  ]]"
am,./Guitar_Only/am/am169.wav,"[[-18.915852  -21.496544  -22.593868  ... -22.632391  -22.904242
  -19.196283 ]
 [-21.815945  -27.743694  -33.99614   ... -35.405315  -33.857487
  -21.361246 ]
 [ -7.9915094  -3.243202   -1.6182436 ... -18.35674   -18.010914
  -11.434263 ]
 ...
 [-37.077106  -35.300377  -37.47688   ... -52.469948  -54.07463
  -54.98055  ]
 [-43.088757  -42.250725  -42.684998  ... -58.596367  -57.79377
  -57.36853  ]
 [-47.138245  -51.403065  -55.648865  ... -63.061253  -63.061253
  -62.396248 ]]"
am,./Guitar_Only/am/am24.wav,"[[-22.09726  -22.080812 -22.40517  ... -25.796036 -26.157146 -24.284971]
 [-55.193993 -57.77542  -41.04862  ... -54.891872 -46.101074 -28.808462]
 [-39.595127 -39.451233 -31.059525 ... -29.998053 -29.91143  -22.37991 ]
 ...
 [-72.775795 -76.53375  -75.89128  ... -78.48325  -78.448975 -78.76256 ]
 [-70.36453  -75.8927   -80.18797  ... -83.407135 -83.00086  -82.60522 ]
 [-69.95035  -75.94865  -87.071846 ... -87.071846 -87.071846 -87.071846]]"
am,./Guitar_Only/am/am134.wav,"[[-20.00174    -22.019405   -21.648926   ... -21.93408    -22.612408
  -21.162043  ]
 [-23.816015   -22.455326   -21.720724   ... -41.679626   -39.993263
  -30.889185  ]
 [ -4.5134263    0.08197781   3.2583737  ... -28.309546   -24.323767
  -19.315107  ]
 ...
 [-20.949583   -22.322037   -24.779665   ... -53.907032   -53.029095
  -50.84004   ]
 [-32.065804   -30.798698   -29.651756   ... -54.121586   -54.121586
  -54.121586  ]
 [-39.25222    -38.109543   -38.11221    ... -54.121586   -54.121586
  -54.121586  ]]"
am,./Guitar_Only/am/am104.wav,"[[-22.296991  -21.418724  -21.576542  ... -22.30398   -23.157137
  -16.659618 ]
 [-19.929401  -13.06271   -14.436251  ... -38.01616   -31.645794
  -22.23706  ]
 [-17.44881     2.3661802   9.639437  ...  -8.392082   -8.340862
   -6.630145 ]
 ...
 [-32.51151   -25.705318  -25.565819  ... -51.369812  -52.382126
  -52.382126 ]
 [-39.04723   -31.07359   -29.726315  ... -52.382126  -52.382126
  -52.382126 ]
 [-48.736797  -40.699303  -38.658096  ... -52.382126  -52.382126
  -52.382126 ]]"
am,./Guitar_Only/am/am30.wav,"[[-33.81169  -33.999054 -34.808857 ... -50.24534  -49.16203  -32.683495]
 [-34.77878  -34.00893  -39.223557 ... -57.095093 -49.19983  -32.410404]
 [-27.019169 -17.498665 -13.422612 ... -43.22533  -44.63358  -32.49023 ]
 ...
 [-64.8622   -60.227566 -62.79226  ... -75.65068  -75.65068  -73.226944]
 [-66.70075  -61.900326 -65.617256 ... -75.65068  -75.65068  -75.65068 ]
 [-75.65068  -75.65068  -75.65068  ... -75.65068  -75.65068  -75.65068 ]]"
am,./Guitar_Only/am/am148.wav,"[[-19.88661    -22.25724    -23.750832   ... -22.567957   -22.090044
  -23.389376  ]
 [-29.540041   -28.500622   -26.24465    ... -32.019974   -34.009426
  -36.835857  ]
 [  0.68878686   2.120339     3.4408805  ... -19.664509   -19.412039
  -19.695724  ]
 ...
 [-21.39124    -22.252104   -24.308527   ... -53.664536   -52.864723
  -52.3045    ]
 [-22.404713   -21.77707    -22.583637   ... -55.954815   -55.581696
  -55.27565   ]
 [-27.195557   -27.820347   -28.866922   ... -57.109344   -57.109344
  -57.109344  ]]"
am,./Guitar_Only/am/am136.wav,"[[-18.707354  -21.922026  -21.835915  ... -22.982601  -22.927746
  -14.195181 ]
 [-27.13994   -27.048532  -30.662312  ... -41.38868   -32.506493
  -14.475029 ]
 [ -5.63257    -0.6279659   1.8337181 ... -25.594856  -25.721355
  -12.297016 ]
 ...
 [-40.042416  -41.99917   -46.848244  ... -54.652634  -53.600925
  -48.09238  ]
 [-46.90761   -47.519516  -51.355194  ... -56.94008   -56.844498
  -51.726387 ]
 [-52.1835    -54.98918   -57.986435  ... -57.986435  -57.986435
  -57.986435 ]]"
am,./Guitar_Only/am/am100.wav,"[[-27.645864 -31.979324 -33.797493 ... -40.879166 -40.586338 -22.430222]
 [-29.194122 -32.381004 -40.257603 ... -49.672386 -39.89098  -20.616833]
 [-15.387164 -10.907931  -9.414357 ... -21.830189 -21.569054 -13.856808]
 ...
 [-54.966774 -52.193245 -53.02726  ... -72.36886  -72.36886  -72.36886 ]
 [-55.11534  -51.750565 -55.337723 ... -72.36886  -72.36886  -72.36886 ]
 [-64.711296 -63.876244 -67.61441  ... -72.36886  -72.36886  -72.36886 ]]"
am,./Guitar_Only/am/am110.wav,"[[-23.356094   -8.557052    5.5468564 ... -23.05217   -22.943336
  -11.379219 ]
 [-27.524263   -7.389233    5.6250815 ... -38.857548  -29.731987
   -9.489201 ]
 [-15.825024   -1.3661842   6.062155  ...  -7.1226573  -7.1464295
   -2.4673827]
 ...
 [-21.993404  -16.743595   -8.744581  ... -50.829414  -50.829414
  -49.712368 ]
 [-25.63137   -21.227102  -13.5226145 ... -50.829414  -50.829414
  -50.829414 ]
 [-37.207817  -30.855839  -24.518188  ... -50.829414  -50.829414
  -50.829414 ]]"
am,./Guitar_Only/am/am103.wav,"[[-17.476696  -20.207872  -18.014957  ... -22.506939  -23.234161
  -11.573336 ]
 [-20.986898  -18.740356  -14.887949  ... -38.666542  -30.135767
  -12.282383 ]
 [-14.538106   -6.619148   -0.3373705 ... -27.000292  -27.054394
  -11.774471 ]
 ...
 [-32.93338   -19.310223  -12.684973  ... -50.847202  -50.847202
  -50.847202 ]
 [-40.15      -23.275414  -15.629434  ... -50.847202  -50.847202
  -50.847202 ]
 [-50.847202  -36.477993  -26.209602  ... -50.847202  -50.847202
  -50.847202 ]]"
am,./Guitar_Only/am/am159.wav,"[[-19.972273   -22.031708   -22.469135   ... -22.688257   -21.85916
  -18.537632  ]
 [-22.07404    -24.482342   -30.771036   ... -38.237278   -33.8656
  -21.56969   ]
 [ -4.381426    -0.80111694  -0.691026   ... -41.36829    -34.578888
  -20.949692  ]
 ...
 [-21.437187   -22.034237   -26.085075   ... -52.558533   -52.442123
  -52.26406   ]
 [-23.014174   -22.909771   -26.613043   ... -53.9944     -53.9944
  -53.9944    ]
 [-31.931587   -30.521107   -34.778393   ... -53.9944     -53.9944
  -53.9944    ]]"
am,./Guitar_Only/am/am114.wav,"[[-20.636524   -21.195738   -21.359009   ... -22.670006   -20.09724
   -1.5074911 ]
 [-20.85707    -18.977528   -17.694696   ... -21.005219   -17.61964
    0.38815385]
 [ -9.427246     1.1066602    6.678407   ...  -2.8260174   -2.080242
    5.3248334 ]
 ...
 [-26.225521   -23.914104   -24.492647   ... -49.438004   -49.438004
  -49.438004  ]
 [-28.095894   -26.027872   -27.198654   ... -49.438004   -49.438004
  -49.438004  ]
 [-40.251102   -36.710747   -36.221985   ... -49.438004   -49.438004
  -49.438004  ]]"
am,./Guitar_Only/am/am70.wav,"[[-30.067822 -30.735254 -33.93269  ... -43.493477 -38.640793 -30.948425]
 [-50.501675 -51.02898  -35.801155 ... -55.861526 -46.048103 -29.263937]
 [-52.36467  -46.396843 -24.11037  ... -22.6358   -22.953728 -20.306396]
 ...
 [-75.53487  -76.62317  -61.431274 ... -78.015274 -78.73064  -76.52657 ]
 [-73.41815  -77.5616   -62.93198  ... -79.68412  -79.68412  -79.68412 ]
 [-73.26025  -79.085205 -79.68412  ... -79.68412  -79.68412  -79.68412 ]]"
am,./Guitar_Only/am/am138.wav,"[[ -8.072523  -14.244783  -22.482264  ... -22.355062  -23.874393
  -12.121701 ]
 [-10.07819   -13.719629  -20.120064  ... -23.196068  -22.184145
  -10.842068 ]
 [ -9.679975   -5.6366177  -3.5822425 ...  -9.66229   -10.169545
   -8.217212 ]
 ...
 [-36.464943  -41.444984  -37.137726  ... -52.824745  -52.618103
  -49.93765  ]
 [-32.818993  -38.44116   -43.89035   ... -54.329098  -54.329098
  -54.329098 ]
 [-38.13705   -44.11514   -54.329098  ... -54.329098  -54.329098
  -54.329098 ]]"
am,./Guitar_Only/am/am184.wav,"[[ -5.7253304  -11.99744    -22.099703   ... -21.963367   -23.053648
  -15.15614   ]
 [ -5.25399    -11.391861   -36.69799    ... -39.48094    -32.604225
  -16.336176  ]
 [ -0.89555526  -6.449172   -12.804527   ... -27.894098   -29.730167
  -14.759164  ]
 ...
 [-35.13411    -39.88144    -43.24905    ... -53.447556   -54.0017
  -54.910805  ]
 [-34.50764    -40.275517   -46.18963    ... -57.055798   -57.72848
  -58.170044  ]
 [-34.4539     -40.461243   -58.04737    ... -59.664978   -59.664978
  -59.664978  ]]"
am,./Guitar_Only/am/am158.wav,"[[ -5.854244  -11.108458  -22.349205  ... -22.63336   -19.76493
   -9.002458 ]
 [ -3.7914217  -9.687656  -37.126896  ... -35.921978  -26.074825
   -7.102258 ]
 [  6.6984024   4.447469    1.3319876 ... -10.0334835  -9.496764
   -1.191404 ]
 ...
 [-38.541885  -42.47807   -49.63226   ... -51.834007  -53.879887
  -52.498337 ]
 [-39.450146  -43.975677  -53.46693   ... -57.20911   -59.00437
  -54.197876 ]
 [-41.142212  -47.051483  -61.971664  ... -61.971664  -61.971664
  -61.92682  ]]"
am,./Guitar_Only/am/am98.wav,"[[-39.334534 -39.8999   -39.366222 ... -37.570606 -40.34452  -29.733665]
 [-61.78277  -40.87052  -34.108475 ... -49.99061  -45.058018 -27.003956]
 [-52.56111  -33.994316 -17.5236   ... -24.685879 -24.567802 -19.91656 ]
 ...
 [-75.92565  -70.76852  -71.675575 ... -77.81551  -77.83225  -79.189766]
 [-79.99069  -77.28965  -78.45143  ... -79.99069  -79.99069  -79.99069 ]
 [-79.99069  -79.99069  -79.99069  ... -79.99069  -79.99069  -79.99069 ]]"
am,./Guitar_Only/am/am171.wav,"[[-12.594995   -17.983242   -22.28918    ... -22.069452   -21.48912
  -16.032646  ]
 [-11.408643   -16.571743   -25.22727    ... -39.38833    -34.17963
  -15.596687  ]
 [ -5.4160714   -0.35665613   1.1002405  ... -12.933836   -12.905952
  -11.728348  ]
 ...
 [-19.543325   -17.305983   -20.02967    ... -53.85739    -52.922913
  -52.69467   ]
 [-21.766903   -19.63784    -22.810316   ... -58.379234   -58.379234
  -57.91136   ]
 [-34.299232   -32.377148   -35.016983   ... -58.379234   -58.379234
  -58.379234  ]]"
am,./Guitar_Only/am/am46.wav,"[[-35.72293  -30.866608 -28.888819 ... -52.520958 -60.624153 -44.748917]
 [-47.318264 -40.265385 -41.303566 ... -61.455368 -59.18289  -44.438293]
 [-41.827805 -34.42416  -33.99913  ... -57.228947 -56.385555 -43.069782]
 ...
 [-72.46457  -63.935932 -63.11562  ... -78.17189  -78.40677  -79.29047 ]
 [-77.983505 -67.64772  -65.844025 ... -82.7814   -81.593285 -81.003456]
 [-82.929565 -78.89682  -79.28572  ... -82.929565 -82.929565 -82.929565]]"
am,./Guitar_Only/am/am31.wav,"[[-39.77304  -35.437145 -36.16127  ... -35.888252 -43.375698 -46.127697]
 [-43.81098  -48.6191   -52.707985 ... -37.67422  -37.629845 -36.392376]
 [-40.99189  -46.88343  -56.482582 ... -23.830633 -24.047735 -24.675568]
 ...
 [-74.53355  -74.53355  -74.53355  ... -74.53355  -74.53355  -74.53355 ]
 [-74.53355  -74.53355  -74.53355  ... -74.53355  -74.53355  -74.53355 ]
 [-74.53355  -74.53355  -74.53355  ... -74.53355  -74.53355  -74.53355 ]]"
am,./Guitar_Only/am/am175.wav,"[[-14.189272  -19.345854  -22.022823  ... -21.777832  -22.52426
  -19.441273 ]
 [-16.625748  -21.02683   -25.661535  ... -35.826107  -33.96831
  -24.742645 ]
 [  1.2794005   4.686412    4.9918385 ...  -8.278473   -8.348131
   -9.046091 ]
 ...
 [-19.806223  -24.188242  -31.45007   ... -54.80558   -54.333996
  -50.75018  ]
 [-23.761719  -28.108482  -35.853657  ... -57.356358  -57.475033
  -52.62786  ]
 [-39.934307  -43.37619   -46.43889   ... -61.315308  -61.315308
  -60.32391  ]]"
am,./Guitar_Only/am/am68.wav,"[[-35.939125 -41.400295 -37.202583 ... -45.06196  -42.98721  -27.900373]
 [-41.341877 -44.921417 -32.912903 ... -33.537613 -32.941963 -25.124516]
 [-30.550592 -32.650734 -28.08255  ... -18.469746 -19.071068 -19.769234]
 ...
 [-72.13387  -61.621876 -46.40381  ... -77.391426 -77.391426 -77.391426]
 [-72.04216  -67.85582  -54.65681  ... -77.391426 -77.391426 -77.391426]
 [-72.355774 -75.021194 -66.151665 ... -77.391426 -77.391426 -77.391426]]"
am,./Guitar_Only/am/am154.wav,"[[-22.626371  -21.879274  -22.01373   ... -22.697973  -23.175585
   -7.959943 ]
 [-19.310291  -22.852901  -25.647991  ... -38.330307  -26.249788
   -7.652045 ]
 [ -1.9507896   3.3771758   5.715263  ... -18.696577  -18.757511
   -4.776075 ]
 ...
 [-19.020657  -23.262072  -33.093124  ... -54.305744  -52.49241
  -51.693672 ]
 [-27.88206   -32.022697  -40.530968  ... -55.35476   -55.35476
  -53.30799  ]
 [-32.751305  -36.663685  -45.327778  ... -55.35476   -55.35476
  -55.35476  ]]"
am,./Guitar_Only/am/am121.wav,"[[-20.186155  -20.0909    -21.621231  ... -22.388632  -20.759274
  -11.760579 ]
 [-11.300249  -10.876699  -17.761316  ... -45.025658  -29.363567
  -10.030632 ]
 [ -6.468212    2.6931403   5.7635617 ... -14.472242  -14.010104
   -5.3350997]
 ...
 [-26.35824   -24.951115  -26.34712   ... -49.22713   -49.22713
  -49.22713  ]
 [-29.267818  -27.185638  -28.414057  ... -49.22713   -49.22713
  -49.22713  ]
 [-43.157158  -40.197166  -41.58078   ... -49.22713   -49.22713
  -49.22713  ]]"
